"Strain","Variety","Source_variety","Rep","Rootweight_g","Shootweight_g","Nod_lobe","Nod_unlobed","Label","Nod_count","prop_lobe","Biomass_g"
"023","V","ON","b",0.268,0.365,23,22,"023_V_b",45,0.511111111111111,0.633
"023","O","ON","b",0.349,0.458,14,27,"023_O_b",41,0.341463414634146,0.807
"023","V","ON","c",0.289,0.493,16,15,"023_V_c",31,0.516129032258065,0.782
"023","S","ON","c",0.133,0.252,6,20,"023_S_c",26,0.230769230769231,0.385
"023","O","ON","c",0.271,0.332,15,27,"023_O_c",42,0.357142857142857,0.603
"023","S","ON","d",0.507,0.376,11,5,"023_S_d",16,0.6875,0.883
"023","O","ON","d",0.493,0.594,16,19,"023_O_d",35,0.457142857142857,1.087
"023","V","ON","d",0.294,0.461,13,12,"023_V_d",25,0.52,0.755
"024","O","ON","a",0.247,0.395,24,30,"024_O_a",54,0.444444444444444,0.642
"024","V","ON","a",0.278,0.502,21,14,"024_V_a",35,0.6,0.78
"024","S","ON","a",0.596,0.682,13,37,"024_S_a",50,0.26,1.278
"024","S","ON","b",0.257,0.32,2,2,"024_S_b",4,0.5,0.577
"024","V","ON","b",0.376,0.527,12,15,"024_V_b",27,0.444444444444444,0.903
"024","O","ON","b",0.074,0.255,5,12,"024_O_b",17,0.294117647058824,0.329
"024","V","ON","c",0.225,0.607,14,15,"024_V_c",29,0.482758620689655,0.832
"024","S","ON","c",0.606,0.725,13,65,"024_S_c",78,0.166666666666667,1.331
"024","O","ON","c",0.22,0.407,8,19,"024_O_c",27,0.296296296296296,0.627
"024","O","ON","d",0.179,0.255,11,28,"024_O_d",39,0.282051282051282,0.434
"024","V","ON","d",0.285,0.438,7,11,"024_V_d",18,0.388888888888889,0.723
"025","V","ON","a",0.267,0.366,8,25,"025_V_a",33,0.242424242424242,0.633
"025","O","ON","a",0.247,0.31,21,30,"025_O_a",51,0.411764705882353,0.557
"025","S","ON","b",0.264,0.645,14,25,"025_S_b",39,0.358974358974359,0.909
"025","O","ON","b",0.148,0.241,15,28,"025_O_b",43,0.348837209302326,0.389
"025","V","ON","b",0.23,0.385,20,12,"025_V_b",32,0.625,0.615
"025","V","ON","c",0.112,0.245,13,28,"025_V_c",41,0.317073170731707,0.357
"025","S","ON","c",0.11,0.178,25,33,"025_S_c",58,0.431034482758621,0.288
"025","O","ON","c",0.204,0.334,15,70,"025_O_c",85,0.176470588235294,0.538
"025","S","ON","d",0.245,0.341,15,46,"025_S_d",61,0.245901639344262,0.586
"025","O","ON","d",0.212,0.361,16,74,"025_O_d",90,0.177777777777778,0.573
"025","V","ON","d",0.436,0.459,8,49,"025_V_d",57,0.140350877192982,0.895
"026","O","ON","a",0.375,0.376,13,30,"026_O_a",43,0.302325581395349,0.751
"026","V","ON","a",0.164,0.341,8,15,"026_V_a",23,0.347826086956522,0.505
"026","S","ON","a",0.104,0.217,7,7,"026_S_a",14,0.5,0.321
"026","O","ON","b",0.196,0.308,7,13,"026_O_b",20,0.35,0.504
"026","S","ON","b",0.342,0.528,11,16,"026_S_b",27,0.407407407407407,0.87
"026","V","ON","b",0.204,0.48,13,13,"026_V_b",26,0.5,0.684
"026","O","ON","c",0.498,0.621,7,2,"026_O_c",9,0.777777777777778,1.119
"026","V","ON","c",0.381,0.571,19,6,"026_V_c",25,0.76,0.952
"026","O","ON","d",0.175,0.299,15,4,"026_O_d",19,0.789473684210526,0.474
"026","V","ON","d",0.415,0.461,20,11,"026_V_d",31,0.645161290322581,0.876
"026","S","ON","d",0.455,0.483,16,29,"026_S_d",45,0.355555555555556,0.938
"028","V","ON","a",0.108,0.205,9,14,"028_V_a",23,0.391304347826087,0.313
"028","O","ON","a",0.177,0.426,17,25,"028_O_a",42,0.404761904761905,0.603
"028","S","ON","a",0.129,0.293,9,39,"028_S_a",48,0.1875,0.422
"028","V","ON","b",0.13,0.294,5,44,"028_V_b",49,0.102040816326531,0.424
"028","O","ON","b",0.001,0.039,4,26,"028_O_b",30,0.133333333333333,0.04
"028","S","ON","b",0.29,0.533,15,28,"028_S_b",43,0.348837209302326,0.823
"028","S","ON","c",0.331,0.51,32,27,"028_S_c",59,0.542372881355932,0.841
"028","V","ON","c",0.242,0.413,30,23,"028_V_c",53,0.566037735849057,0.655
"028","O","ON","c",0.12,0.26,9,53,"028_O_c",62,0.145161290322581,0.38
"028","O","ON","d",0.238,0.314,4,39,"028_O_d",43,0.0930232558139535,0.552
"028","V","ON","d",0.252,0.299,8,74,"028_V_d",82,0.0975609756097561,0.551
"029","S","ON","a",0.387,0.482,6,69,"029_S_a",75,0.08,0.869
"029","V","ON","a",0.008,0.101,9,12,"029_V_a",21,0.428571428571429,0.109
"029","O","ON","a",0.128,0.219,14,50,"029_O_a",64,0.21875,0.347
"029","V","ON","b",0.166,0.259,9,18,"029_V_b",27,0.333333333333333,0.425
"029","S","ON","b",0.245,0.272,17,38,"029_S_b",55,0.309090909090909,0.517
"029","O","ON","b",0.039,0.104,5,42,"029_O_b",47,0.106382978723404,0.143
"029","O","ON","c",0.192,0.412,18,40,"029_O_c",58,0.310344827586207,0.604
"029","S","ON","c",0.629,0.516,12,38,"029_S_c",50,0.24,1.145
"029","V","ON","c",0.109,0.223,11,42,"029_V_c",53,0.207547169811321,0.332
"029","V","ON","d",0.17,0.309,6,19,"029_V_d",25,0.24,0.479
"029","O","ON","d",0.152,0.315,6,45,"029_O_d",51,0.117647058823529,0.467
"030","S","ON","a",0.314,0.506,6,35,"030_S_a",41,0.146341463414634,0.82
"030","O","ON","a",0.321,0.377,17,33,"030_O_a",50,0.34,0.698
"030","V","ON","a",0.099,0.23,9,8,"030_V_a",17,0.529411764705882,0.329
"030","V","ON","b",0.308,0.543,16,14,"030_V_b",30,0.533333333333333,0.851
"030","O","ON","b",0.26,0.328,10,7,"030_O_b",17,0.588235294117647,0.588
"030","S","ON","b",0.559,0.759,13,26,"030_S_b",39,0.333333333333333,1.318
"030","S","ON","c",0.395,0.499,14,79,"030_S_c",93,0.150537634408602,0.894
"030","O","ON","c",0.165,0.348,26,41,"030_O_c",67,0.388059701492537,0.513
"030","V","ON","c",0.272,0.452,22,31,"030_V_c",53,0.415094339622642,0.724
"030","V","ON","d",0.105,0.223,6,2,"030_V_d",8,0.75,0.328
"030","O","ON","d",0.394,0.409,10,17,"030_O_d",27,0.37037037037037,0.803
"031","O","SN","a",0.335,0.529,18,12,"031_O_a",30,0.6,0.864
"031","S","SN","a",0.595,0.51,11,60,"031_S_a",71,0.154929577464789,1.105
"031","V","SN","a",0.069,0.165,9,5,"031_V_a",14,0.642857142857143,0.234
"031","V","SN","b",0.228,0.391,13,33,"031_V_b",46,0.282608695652174,0.619
"031","S","SN","b",0.144,0.267,8,33,"031_S_b",41,0.195121951219512,0.411
"031","O","SN","b",0.139,0.29,19,15,"031_O_b",34,0.558823529411765,0.429
"031","V","SN","c",0.229,0.408,20,10,"031_V_c",30,0.666666666666667,0.637
"031","O","SN","c",0.087,0.191,15,23,"031_O_c",38,0.394736842105263,0.278
"031","V","SN","d",0.278,0.32,8,35,"031_V_d",43,0.186046511627907,0.598
"031","S","SN","d",0.659,0.63,21,87,"031_S_d",108,0.194444444444444,1.289
"031","O","SN","d",0.38,0.515,16,14,"031_O_d",30,0.533333333333333,0.895
"032","S","SN","a",0.418,0.764,32,55,"032_S_a",87,0.367816091954023,1.182
"032","O","SN","a",0.218,0.371,32,56,"032_O_a",88,0.363636363636364,0.589
"032","V","SN","a",0.045,0.137,1,51,"032_V_a",52,0.0192307692307692,0.182
"032","V","SN","b",0.114,0.413,19,59,"032_V_b",78,0.243589743589744,0.527
"032","O","SN","b",0.349,0.479,26,20,"032_O_b",46,0.565217391304348,0.828
"032","S","SN","b",0.334,0.725,15,79,"032_S_b",94,0.159574468085106,1.059
"032","O","SN","c",0.546,0.718,18,25,"032_O_c",43,0.418604651162791,1.264
"032","S","SN","c",0.135,0.323,36,120,"032_S_c",156,0.230769230769231,0.458
"032","V","SN","c",0.153,0.385,8,12,"032_V_c",20,0.4,0.538
"032","V","SN","d",0.24,0.653,13,22,"032_V_d",35,0.371428571428571,0.893
"032","O","SN","d",0.256,0.468,17,57,"032_O_d",74,0.22972972972973,0.724
"033","V","SN","a",0.11,0.312,15,28,"033_V_a",43,0.348837209302326,0.422
"033","O","SN","a",0.176,0.256,17,70,"033_O_a",87,0.195402298850575,0.432
"033","S","SN","a",0.268,0.385,12,13,"033_S_a",25,0.48,0.653
"033","S","SN","b",0.188,0.358,1,83,"033_S_b",84,0.0119047619047619,0.546
"033","V","SN","b",0.109,0.305,2,51,"033_V_b",53,0.0377358490566038,0.414
"033","O","SN","b",0.341,0.643,18,68,"033_O_b",86,0.209302325581395,0.984
"033","S","SN","c",0.202,0.464,24,104,"033_S_c",128,0.1875,0.666
"033","O","SN","c",0.103,0.283,8,21,"033_O_c",29,0.275862068965517,0.386
"033","O","SN","d",0.195,0.549,46,26,"033_O_d",72,0.638888888888889,0.744
"033","V","SN","d",0.202,0.345,21,41,"033_V_d",62,0.338709677419355,0.547
"034","O","SN","a",0.236,0.531,18,37,"034_O_a",55,0.327272727272727,0.767
"034","V","SN","a",0.424,0.636,20,27,"034_V_a",47,0.425531914893617,1.06
"034","S","SN","a",0.256,0.404,18,11,"034_S_a",29,0.620689655172414,0.66
"034","O","SN","b",0.249,0.392,17,6,"034_O_b",23,0.739130434782609,0.641
"034","V","SN","b",0.18,0.401,13,4,"034_V_b",17,0.764705882352941,0.581
"034","S","SN","b",0.403,0.574,26,21,"034_S_b",47,0.553191489361702,0.977
"034","V","SN","c",0.392,0.551,10,46,"034_V_c",56,0.178571428571429,0.943
"034","O","SN","c",0.423,0.561,15,13,"034_O_c",28,0.535714285714286,0.984
"034","S","SN","c",0.459,0.753,17,26,"034_S_c",43,0.395348837209302,1.212
"034","V","SN","d",0.384,0.621,19,27,"034_V_d",46,0.41304347826087,1.005
"034","O","SN","d",0.269,0.469,20,50,"034_O_d",70,0.285714285714286,0.738
"035","O","SN","a",0.344,0.495,23,60,"035_O_a",83,0.27710843373494,0.839
"035","V","SN","a",0.323,0.391,20,22,"035_V_a",42,0.476190476190476,0.714
"035","S","SN","a",0.404,0.653,15,33,"035_S_a",48,0.3125,1.057
"035","S","SN","b",0.193,0.522,16,72,"035_S_b",88,0.181818181818182,0.715
"035","V","SN","b",0.145,0.387,13,60,"035_V_b",73,0.178082191780822,0.532
"035","O","SN","b",0.106,0.26,11,30,"035_O_b",41,0.268292682926829,0.366
"035","V","SN","c",0.286,0.455,7,73,"035_V_c",80,0.0875,0.741
"035","O","SN","c",0.438,0.709,7,74,"035_O_c",81,0.0864197530864197,1.147
"035","S","SN","c",0.142,0.227,5,93,"035_S_c",98,0.0510204081632653,0.369
"035","V","SN","d",0.251,0.381,12,9,"035_V_d",21,0.571428571428571,0.632
"035","O","SN","d",0.258,0.523,9,63,"035_O_d",72,0.125,0.781
"037","V","SN","a",0.109,0.27,9,28,"037_V_a",37,0.243243243243243,0.379
"037","S","SN","a",0.45,0.597,14,44,"037_S_a",58,0.241379310344828,1.047
"037","O","SN","a",0.266,0.49,19,39,"037_O_a",58,0.327586206896552,0.756
"037","O","SN","b",0.169,0.267,41,42,"037_O_b",83,0.493975903614458,0.436
"037","V","SN","b",0.276,0.783,17,51,"037_V_b",68,0.25,1.059
"037","V","SN","c",0.399,0.535,13,37,"037_V_c",50,0.26,0.934
"037","O","SN","c",0.47,0.556,16,12,"037_O_c",28,0.571428571428571,1.026
"037","V","SN","d",0.546,0.838,20,29,"037_V_d",49,0.408163265306122,1.384
"037","O","SN","d",0.529,0.579,13,48,"037_O_d",61,0.213114754098361,1.108
"037","S","SN","d",0.197,0.362,15,62,"037_S_d",77,0.194805194805195,0.559
"038","V","SN","a",0.148,0.355,24,36,"038_V_a",60,0.4,0.503
"038","O","SN","a",0.182,0.311,14,15,"038_O_a",29,0.482758620689655,0.493
"038","S","SN","a",0.256,0.517,42,29,"038_S_a",71,0.591549295774648,0.773
"038","O","SN","b",0.075,0.176,7,15,"038_O_b",22,0.318181818181818,0.251
"038","V","SN","b",0.267,0.524,15,29,"038_V_b",44,0.340909090909091,0.791
"038","S","SN","b",0.471,0.713,10,13,"038_S_b",23,0.434782608695652,1.184
"038","S","SN","c",0.186,0.493,22,27,"038_S_c",49,0.448979591836735,0.679
"038","O","SN","c",0.339,0.509,9,26,"038_O_c",35,0.257142857142857,0.848
"038","V","SN","c",0.416,0.575,18,29,"038_V_c",47,0.382978723404255,0.991
"038","V","SN","d",0.498,0.657,20,11,"038_V_d",31,0.645161290322581,1.155
"038","O","SN","d",0.261,0.448,21,28,"038_O_d",49,0.428571428571429,0.709
"039","V","SN","a",0.308,0.486,11,19,"039_V_a",30,0.366666666666667,0.794
"039","O","SN","a",0.429,0.604,26,17,"039_O_a",43,0.604651162790698,1.033
"039","S","SN","a",0.369,0.47,20,3,"039_S_a",23,0.869565217391304,0.839
"039","O","SN","b",0.267,0.4,13,47,"039_O_b",60,0.216666666666667,0.667
"039","S","SN","b",0.161,0.291,9,17,"039_S_b",26,0.346153846153846,0.452
"039","V","SN","b",0.164,0.444,10,18,"039_V_b",28,0.357142857142857,0.608
"039","S","SN","c",0.723,0.714,21,75,"039_S_c",96,0.21875,1.437
"039","V","SN","c",0.467,0.396,17,10,"039_V_c",27,0.62962962962963,0.863
"039","O","SN","c",0,0.001,1,0,"039_O_c",1,1,0.001
"039","V","SN","d",0.479,0.652,36,54,"039_V_d",90,0.4,1.131
"039","O","SN","d",0.196,0.467,27,32,"039_O_d",59,0.457627118644068,0.663
"041","S","SN","a",0.482,0.415,11,13,"041_S_a",24,0.458333333333333,0.897
"041","V","SN","a",0.108,0.225,5,16,"041_V_a",21,0.238095238095238,0.333
"041","O","SN","a",0.289,0.395,7,17,"041_O_a",24,0.291666666666667,0.684
"041","V","SN","b",0.174,0.274,13,13,"041_V_b",26,0.5,0.448
"041","O","SN","b",0.274,0.381,18,8,"041_O_b",26,0.692307692307692,0.655
"041","S","SN","b",0.234,0.583,7,68,"041_S_b",75,0.0933333333333333,0.817
"041","V","SN","c",0.295,0.323,8,18,"041_V_c",26,0.307692307692308,0.618
"041","S","SN","c",0.498,0.655,23,25,"041_S_c",48,0.479166666666667,1.153
"041","O","SN","c",0.318,0.66,11,21,"041_O_c",32,0.34375,0.978
"041","V","SN","d",0.238,0.441,12,13,"041_V_d",25,0.48,0.679
"041","O","SN","d",0.202,0.392,9,7,"041_O_d",16,0.5625,0.594
"042","O","SN","a",0.157,0.211,14,22,"042_O_a",36,0.388888888888889,0.368
"042","V","SN","a",0.315,0.418,3,21,"042_V_a",24,0.125,0.733
"042","S","SN","a",0.335,0.434,14,14,"042_S_a",28,0.5,0.769
"042","S","SN","b",0.151,0.397,29,16,"042_S_b",45,0.644444444444444,0.548
"042","O","SN","b",0.181,0.232,11,33,"042_O_b",44,0.25,0.413
"042","V","SN","b",0.178,0.315,11,22,"042_V_b",33,0.333333333333333,0.493
"042","V","SN","c",0.285,0.409,12,16,"042_V_c",28,0.428571428571429,0.694
"042","O","SN","c",0.069,0.136,7,23,"042_O_c",30,0.233333333333333,0.205
"042","V","SN","d",0.356,0.393,10,11,"042_V_d",21,0.476190476190476,0.749
"042","S","SN","d",0.591,0.584,5,36,"042_S_d",41,0.121951219512195,1.175
"042","O","SN","d",0.105,0.215,25,32,"042_O_d",57,0.43859649122807,0.32
"043","V","SN","a",0.193,0.36,24,8,"043_V_a",32,0.75,0.553
"043","V","SN","b",0.155,0.376,9,9,"043_V_b",18,0.5,0.531
"043","S","SN","b",0.162,0.314,21,20,"043_S_b",41,0.51219512195122,0.476
"043","O","SN","b",0.093,0.15,8,39,"043_O_b",47,0.170212765957447,0.243
"043","O","SN","c",0.275,0.421,20,14,"043_O_c",34,0.588235294117647,0.696
"043","V","SN","c",0.21,0.382,7,17,"043_V_c",24,0.291666666666667,0.592
"043","S","SN","c",0.318,0.515,18,30,"043_S_c",48,0.375,0.833
"043","O","SN","d",0.48,0.499,12,5,"043_O_d",17,0.705882352941177,0.979
"043","V","SN","d",0.616,0.486,18,46,"043_V_d",64,0.28125,1.102
"043","S","SN","d",0.735,0.643,25,29,"043_S_d",54,0.462962962962963,1.378
"044","O","SN","a",0.403,0.354,11,2,"044_O_a",13,0.846153846153846,0.757
"044","V","SN","a",0.322,0.508,22,16,"044_V_a",38,0.578947368421053,0.83
"044","S","SN","a",0.284,0.366,15,43,"044_S_a",58,0.258620689655172,0.65
"044","O","SN","b",0.267,0.307,5,44,"044_O_b",49,0.102040816326531,0.574
"044","V","SN","b",0.228,0.339,11,17,"044_V_b",28,0.392857142857143,0.567
"044","S","SN","b",0.528,0.365,14,73,"044_S_b",87,0.160919540229885,0.893
"044","S","SN","c",0.418,0.495,15,4,"044_S_c",19,0.789473684210526,0.913
"044","O","SN","c",0.241,0.352,7,13,"044_O_c",20,0.35,0.593
"044","V","SN","c",0.232,0.251,12,24,"044_V_c",36,0.333333333333333,0.483
"044","O","SN","d",0.294,0.517,11,25,"044_O_d",36,0.305555555555556,0.811
"044","V","SN","d",0.365,0.603,5,24,"044_V_d",29,0.172413793103448,0.968
"045","V","SN","a",0.318,0.492,14,6,"045_V_a",20,0.7,0.81
"045","O","SN","a",0.142,0.261,13,8,"045_O_a",21,0.619047619047619,0.403
"045","S","SN","a",0.517,0.569,16,13,"045_S_a",29,0.551724137931034,1.086
"045","O","SN","b",0.166,0.253,13,10,"045_O_b",23,0.565217391304348,0.419
"045","V","SN","b",0.381,0.543,13,17,"045_V_b",30,0.433333333333333,0.924
"045","S","SN","b",0.081,0.296,46,49,"045_S_b",95,0.48421052631579,0.377
"045","O","SN","c",0.251,0.441,26,37,"045_O_c",63,0.412698412698413,0.692
"045","V","SN","c",0.399,0.515,18,10,"045_V_c",28,0.642857142857143,0.914
"045","S","SN","c",0.517,0.532,22,36,"045_S_c",58,0.379310344827586,1.049
"045","O","SN","d",0.245,0.373,14,25,"045_O_d",39,0.358974358974359,0.618
"045","V","SN","d",0.211,0.335,15,31,"045_V_d",46,0.326086956521739,0.546
"046","S","SN","a",0.209,0.255,11,17,"046_S_a",28,0.392857142857143,0.464
"046","V","SN","a",0.395,0.424,26,37,"046_V_a",63,0.412698412698413,0.819
"046","O","SN","a",0.278,0.446,12,2,"046_O_a",14,0.857142857142857,0.724
"046","S","SN","b",0.262,0.34,8,62,"046_S_b",70,0.114285714285714,0.602
"046","O","SN","b",0.154,0.316,5,18,"046_O_b",23,0.217391304347826,0.47
"046","V","SN","b",0.248,0.52,23,11,"046_V_b",34,0.676470588235294,0.768
"046","S","SN","c",0.174,0.469,16,26,"046_S_c",42,0.380952380952381,0.643
"046","V","SN","c",0.218,0.361,14,13,"046_V_c",27,0.518518518518518,0.579
"046","O","SN","c",0.141,0.308,36,26,"046_O_c",62,0.580645161290323,0.449
"046","V","SN","d",0.373,0.515,7,41,"046_V_d",48,0.145833333333333,0.888
"046","O","SN","d",0.321,0.383,9,50,"046_O_d",59,0.152542372881356,0.704
"047","V","SN","a",0.146,0.252,5,9,"047_V_a",14,0.357142857142857,0.398
"047","O","SN","a",0.059,0.223,14,23,"047_O_a",37,0.378378378378378,0.282
"047","O","SN","b",0.184,0.213,16,14,"047_O_b",30,0.533333333333333,0.397
"047","V","SN","b",0.164,0.279,11,6,"047_V_b",17,0.647058823529412,0.443
"047","S","SN","b",0.523,0.549,18,24,"047_S_b",42,0.428571428571429,1.072
"047","S","SN","c",0.496,0.565,20,12,"047_S_c",32,0.625,1.061
"047","V","SN","c",0.324,0.492,9,17,"047_V_c",26,0.346153846153846,0.816
"047","O","SN","c",0.161,0.256,8,63,"047_O_c",71,0.112676056338028,0.417
"047","V","SN","d",0.283,0.548,22,30,"047_V_d",52,0.423076923076923,0.831
"047","O","SN","d",0.198,0.352,49,49,"047_O_d",98,0.5,0.55
"047","S","SN","d",0.327,0.371,25,41,"047_S_d",66,0.378787878787879,0.698
"048","V","SN","a",0.512,0.548,13,17,"048_V_a",30,0.433333333333333,1.06
"048","S","SN","a",0.476,0.456,27,39,"048_S_a",66,0.409090909090909,0.932
"048","O","SN","a",0.238,0.285,11,18,"048_O_a",29,0.379310344827586,0.523
"048","V","SN","b",0.212,0.367,10,5,"048_V_b",15,0.666666666666667,0.579
"048","O","SN","b",0.174,0.393,12,31,"048_O_b",43,0.27906976744186,0.567
"048","S","SN","b",0.554,0.617,18,32,"048_S_b",50,0.36,1.171
"048","O","SN","c",0.247,0.424,7,11,"048_O_c",18,0.388888888888889,0.671
"048","S","SN","c",0.61,0.774,25,24,"048_S_c",49,0.510204081632653,1.384
"048","V","SN","c",0.266,0.332,11,42,"048_V_c",53,0.207547169811321,0.598
"048","O","SN","d",0.342,0.694,12,21,"048_O_d",33,0.363636363636364,1.036
"048","V","SN","d",0.271,0.391,7,19,"048_V_d",26,0.269230769230769,0.662
"049","V","SN","a",0.413,0.537,20,13,"049_V_a",33,0.606060606060606,0.95
"049","O","SN","a",0.206,0.342,17,28,"049_O_a",45,0.377777777777778,0.548
"049","V","SN","b",0.139,0.226,8,15,"049_V_b",23,0.347826086956522,0.365
"049","O","SN","b",0.191,0.34,14,11,"049_O_b",25,0.56,0.531
"049","S","SN","b",0.175,0.366,15,8,"049_S_b",23,0.652173913043478,0.541
